"match_id","party_size","killed_by","map","victim_position_x","victim_position_y","rankrate"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","DP-28","ERANGEL","214551.6","396618.6","0.58"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","419533.7","324405.2","0.9"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","151819.9","318201.5","0.52"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","420697.6","324632.2","0.68"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S1897","ERANGEL","363759.3","409656.9","0.66"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Kar98k","ERANGEL","588373.8","461860.8","0.1"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","420889.3","325676.9","0.8"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Hit by Car","ERANGEL","707533.0","473882.2","0.32"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Bluezone","ERANGEL","534093.8","488533.1","0.06"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","531980.9","488384.2","0.09"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","214975.0","396462.9","0.49"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Drown","ERANGEL","0.0","0.0","0.94"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","212077.8","469022.9","0.54"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","157439.0","413252.9","0.89"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Grenade","ERANGEL","548893.1","422172.9","0.18"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","363263.9","391422.2","0.62"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","415792.8","481478.4","0.28"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","622662.4","369248.5","0.44"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","647679.6","365174.8","0.31"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","657128.0","353059.1","0.51"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","P92","ERANGEL","389139.3","282782.3","0.61"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","625583.2","378396.2","0.79"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","331886.6","354192.6","0.37"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","499227.1","474370.7","0.16"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","202786.4","285806.0","0.91"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","242202.9","285543.0","0.46"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","195654.2","279097.0","0.63"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AUG","ERANGEL","629127.9","387243.1","0.3"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","519926.0","485080.4","0.12"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Bluezone","ERANGEL","447878.3","484451.6","0.14"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","361724.0","392747.7","0.38"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","P1911","ERANGEL","561021.0","497631.2","0.67"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","362622.9","393599.2","0.4"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","213962.3","269105.9","0.84"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S1897","ERANGEL","425938.9","326873.4","0.88"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Mini 14","ERANGEL","379848.3","476555.6","0.35"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","545719.6","419257.9","0.26"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Grenade","ERANGEL","168426.6","215011.3","0.43"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","P92","ERANGEL","360871.9","394930.0","0.81"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S686","ERANGEL","201955.6","269489.3","0.85"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","586393.5","478902.5","0.13"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AUG","ERANGEL","653841.3","361289.5","0.27"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","360871.6","393881.9","0.77"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","712448.4","340693.6","0.65"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","169316.6","279740.2","0.73"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","545696.4","419589.8","0.23"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","379666.9","365885.0","0.45"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","420821.5","324641.4","0.71"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","466450.9","625492.1","0.34"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","549029.4","417449.3","0.22"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Kar98k","ERANGEL","589278.8","434126.3","0.11"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","DP-28","ERANGEL","365847.5","409326.3","0.56"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Hit by Car","ERANGEL","524882.7","452127.8","0.33"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Kar98k","ERANGEL","217831.2","283164.0","0.48"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","569792.1","485561.2","0.02"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M16A4","ERANGEL","379394.9","361177.8","0.41"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","157140.8","396668.3","0.72"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","587046.8","478333.9","0.07"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Grenade","ERANGEL","532293.4","489324.9","0.08"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Kar98k","ERANGEL","159082.2","401084.6","0.42"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M249","ERANGEL","573965.3","463889.2","0.05"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Mini 14","ERANGEL","397381.6","477286.8","0.17"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","215395.3","279953.9","0.69"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Grenade","ERANGEL","574203.7","382962.6","0.64"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","420388.1","324478.7","0.87"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","566814.1","380330.6","0.86"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","213714.8","413620.3","0.29"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","DP-28","ERANGEL","359334.6","401231.5","0.39"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AKM","ERANGEL","157848.5","413241.8","0.93"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","581612.9","484909.2","0.04"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","SCAR-L","ERANGEL","215329.3","279242.6","0.59"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","DP-28","ERANGEL","366927.7","411093.9","0.57"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Buggy","ERANGEL","424387.5","156816.1","0.36"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AUG","ERANGEL","655270.6","356715.9","0.24"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","326784.5","398570.8","0.94"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Mini 14","ERANGEL","687679.6","462796.8","0.75"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","488589.7","380194.3","0.2"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Mini 14","ERANGEL","381861.9","473677.2","0.5"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","UMP9","ERANGEL","326023.6","399453.8","0.74"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","547550.3","419611.8","0.21"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Bluezone","ERANGEL","442062.1","474792.6","0.15"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Tommy Gun","ERANGEL","396133.2","355967.1","0.53"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","360433.6","394421.6","0.55"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S12K","ERANGEL","362014.2","393195.6","0.6"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","RedZone","ERANGEL","307675.3","424358.3","0.25"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","AUG","ERANGEL","552221.3","349301.3","0.47"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","154901.8","395084.8","0.78"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Tommy Gun","ERANGEL","700203.8","340665.0","0.76"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Bluezone","ERANGEL","0.0","0.0","0.5"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Punch","ERANGEL","687367.8","461260.1","0.83"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","S1897","ERANGEL","151611.2","318591.5","0.92"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","M416","ERANGEL","577541.4","475445.2","0.03"
"2U4GBNA0Ymk0Kwrxyz3RxFBJu4_1nCu4P9Od_HNVN2v9k8sGshzNEtJsoXk1R0K_","1","Hit by Car","ERANGEL","0.0","0.0","0.94"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","0.0","0.0","0.92"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","396854.2","311950.7","0.56"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Kar98k","ERANGEL","406463.5","311187.8","0.3"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","371865.6","124975.8","0.46"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Bluezone","ERANGEL","555024.9","368547.1","0.08"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","724416.9","444222.2","0.66"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","717913.0","438966.2","0.66"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M416","ERANGEL","522283.6","340928.9","0.1"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","162106.4","288094.3","0.6"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","UMP9","ERANGEL","564814.8","384789.8","0.94"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","317850.7","360508.1","0.58"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","SCAR-L","ERANGEL","627468.1","378614.1","0.74"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","SKS","ERANGEL","607122.6","278073.8","0.36"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M416","ERANGEL","535951.5","312768.2","0.34"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Kar98k","ERANGEL","547504.3","299228.9","0.14"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Grenade","ERANGEL","513346.9","344572.9","0.1"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","360978.9","395220.1","0.92"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","512617.9","309707.2","0.06"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","S1897","ERANGEL","369743.9","121234.0","0.46"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Bluezone","ERANGEL","0.0","0.0","0.96"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Mini 14","ERANGEL","161976.2","289283.3","0.72"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Kar98k","ERANGEL","449176.9","419740.2","0.38"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M16A4","ERANGEL","625563.9","381556.9","0.9"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Motorbike","ERANGEL","391645.2","351472.3","0.44"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M416","ERANGEL","635422.4","269026.5","0.68"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","SCAR-L","ERANGEL","625279.7","378838.9","0.82"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","SKS","ERANGEL","543892.3","413034.1","0.26"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M16A4","ERANGEL","415127.9","306934.7","0.3"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Punch","ERANGEL","373832.8","504847.9","0.96"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","0.0","0.0","0.26"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M416","ERANGEL","536290.3","312804.8","0.28"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","364458.7","414065.2","0.62"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","AKM","ERANGEL","365297.5","414079.6","0.62"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M16A4","ERANGEL","297168.9","347248.5","0.8"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Mini 14","ERANGEL","389577.2","278585.8","0.56"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","SKS","ERANGEL","555473.1","299537.4","0.26"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","548651.7","299388.4","0.14"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Mini 14","ERANGEL","623366.4","309762.4","0.92"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Tommy Gun","ERANGEL","162643.5","288070.7","0.72"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","S1897","ERANGEL","127813.9","392243.6","0.44"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M416","ERANGEL","446398.9","629089.3","0.7"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","394568.4","466026.4","0.5"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","M16A4","ERANGEL","446182.0","629507.4","0.7"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Punch","ERANGEL","620611.8","298291.1","0.92"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","624873.5","378092.9","0.82"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Tommy Gun","ERANGEL","552447.6","360892.5","0.78"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","UMP9","ERANGEL","536106.8","313155.6","0.36"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Mini 14","ERANGEL","543417.6","404233.3","0.08"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","442788.8","441494.4","0.64"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Mini 14","ERANGEL","558378.0","360078.9","0.34"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","298495.3","350417.3","0.86"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","P1911","ERANGEL","360696.3","395161.2","0.96"
"2U4GBNA0Ymk0PIL11o6rHDhZBFW9PQAGPgwRXvlnxsR2uVlRHlNQl5xxWGs08zOD","2","Down and Out","ERANGEL","401060.8","328420.1","0.4"
