grid_x,grid_y,death_count
4224,3245,149
4463,6215,149
4483,6210,149
6852,4621,149
4460,6290,149
4199,3275,149
4238,3268,149
4450,6241,149
4234,3278,149
4444,6227,149
6219,3721,149
4511,6212,149
5692,3802,149
4236,3276,149
4374,6401,149
4195,3247,149
6265,3775,149
4238,3262,149
4487,6291,149
5507,5611,148
6272,3789,148
4462,6298,148
4368,6401,148
4471,6208,148
4363,6245,148
6268,3790,148
4233,3241,148
4468,6213,148
6873,4616,148
3627,3934,148
4447,6268,148
3920,2864,148
6860,4601,148
5704,3889,148
4466,6297,148
4315,6365,148
4240,3257,148
1516,3153,148
4205,3262,148
4212,3251,148
4485,6294,148
4460,6215,148
4236,3272,148
4326,6378,147
4181,3296,147
4204,3267,147
4640,6498,147
4233,3273,147
4493,6290,147
4182,3303,147
4185,3248,147
3663,4114,147
4241,3268,147
4460,6289,147
4230,3241,147
4686,6395,147
6227,3788,147
4482,6210,147
4222,3244,146
6848,4624,146
4463,6292,146
6275,3787,146
4181,3303,146
4451,6237,146
4253,3268,146
5566,1286,146
4194,3246,146
4222,3241,146
4648,6503,146
4201,3260,146
4238,3258,146
4456,6282,146
4208,3240,146
6862,4620,146
4479,6208,146
6268,3781,146
1514,3151,146
3891,2827,146
6266,3780,146
4232,3261,145
4461,6298,145
4507,6208,145
4464,6205,145
4462,6206,145
4499,6209,145
6873,4622,145
4420,3384,145
4648,6500,145
5563,1285,145
3624,3935,145
4660,6415,145
4447,6278,145
4481,6294,145
2152,2783,145
4185,3292,145
6250,3781,145
4324,6352,145
4416,3330,145
4194,3243,145
3536,4076,145
4451,6260,145
6219,3742,145
5732,3840,145
4516,6214,145
4206,3267,145
4456,6267,144
4502,6293,144
4500,6293,144
4486,6294,144
6220,3765,144
5747,3819,144
4489,6210,144
4317,6366,144
3640,4138,144
4368,3332,144
6268,3787,144
4336,6266,144
4192,3241,144
4324,6381,144
3923,2877,144
4447,6272,144
4316,6366,144
4236,3271,144
4491,6213,144
4335,6266,144
4373,6397,144
4500,6212,144
4460,6220,144
3541,4078,144
6260,3790,144
4183,3288,144
6872,4622,144
4651,6503,143
4448,6230,143
4211,3250,143
6220,3764,143
4466,6296,143
4231,3272,143
6853,4601,143
4209,3241,143
4453,6269,143
4512,6298,143
4320,6399,143
4455,6266,143
6255,3784,143
6260,3788,143
4516,6215,143
6270,3788,143
4503,6295,143
6226,3787,143
4252,3267,142
4505,6298,142
4478,6295,142
4213,3244,142
4231,3251,142
6847,4624,142
4212,3240,142
4375,6403,142
4206,3255,142
4472,6209,142
4479,6297,142
4410,3331,142
4505,6297,142
4201,3258,142
6851,4619,142
4189,3247,142
4356,3388,142
4238,3266,142
6264,3779,142
4194,3244,142
3923,2868,142
3983,2915,142
3536,4077,142
4218,3251,141
4179,3288,141
6852,4623,141
1518,3186,141
6851,4620,141
4640,6496,141
4383,6198,141
4462,6207,141
5509,5469,141
4235,3244,141
3706,4148,141
4553,6297,141
4456,6262,141
4335,6268,141
4495,6294,141
4251,3269,141
4318,6344,141
4199,3249,141
5731,3843,141
4233,3255,141
4254,3271,141
4241,3255,140
4226,3252,140
4206,3240,140
5568,1286,140
4495,6295,140
6227,3787,140
4467,6205,140
4197,3245,140
3673,5845,140
4506,6206,140
5729,3844,140
4442,6221,140
4324,6350,140
3664,4110,140
4447,6230,140
4684,6430,140
4370,3332,140
4371,6404,140
4475,6296,140
4231,3274,140
6272,3780,140
4489,6213,140
4472,6289,140
4447,6280,140
6271,3789,140
4227,3240,140
4417,3384,140
4446,6274,140
4222,3240,140
4323,6369,140
4220,3250,139
4498,6209,139
4356,3381,139
6220,3743,139
4186,3241,139
3629,3940,139
4487,6210,139
4436,6229,139
4232,3267,139
6256,3786,139
1576,2749,139
4418,3385,139
4454,6255,139
4451,6240,139
4486,6214,139
4237,3247,139
4644,6501,139
4295,6366,139
4240,3258,139
1635,2765,139
4333,6369,139
6276,3789,139
4374,3329,138
4449,6262,138
4328,6373,138
4501,6293,138
4451,6274,138
6226,3785,138
4364,6244,138
4510,6204,138
4567,6267,138
3904,2876,138
6872,4618,138
5703,3888,138
4359,3388,138
4410,3330,138
4454,3295,138
4191,3246,138
4470,6297,138
4195,3249,138
3626,3936,138
6852,4620,138
3680,3611,138
4356,3387,137
6868,4603,137
4332,4512,137
3629,4087,137
4473,6298,137
4185,3293,137
4356,3380,137
4451,6273,137
6264,3778,137
4237,3278,137
5749,3805,137
4233,3279,137
3663,4109,137
4468,6211,137
6273,3781,137
6231,3788,137
3620,3932,137
4198,3251,137
4297,6353,137
4323,6352,137
4015,2933,137
4237,3279,137
4317,6281,137
4374,6403,137
4449,6238,136
3666,4091,136
4180,3287,136
4193,3246,136
4325,6369,136
4201,3252,136
6259,3785,136
4483,6296,136
4473,6206,136
4216,3241,136
3630,4094,136
4111,3075,136
3566,4099,136
3924,2872,136
6259,3791,136
4519,6289,136
4644,6498,136
4322,6400,136
4444,6226,136
3924,2874,136
4512,6208,136
4184,3244,136
3658,3967,136
3681,4070,136
6259,3837,136
4219,3245,136
4469,6291,136
3359,1599,136
4323,6363,136
4519,6210,136
4484,6207,136
4230,3272,136
5739,3829,136
4232,3241,136
4319,6406,136
4488,6296,136
4456,6238,135
4498,6210,135
3396,1676,135
4232,3257,135
6230,3790,135
3625,3937,135
4489,6292,135
4223,3248,135
5565,1287,135
4640,6504,135
1517,3187,135
4451,6231,135
4677,6436,135
5507,3634,135
4232,3252,135
6869,4603,135
4369,3331,135
6225,3796,135
4236,3273,135
4215,3243,135
4485,6289,135
4239,3253,135
4240,3267,135
4183,3240,135
1625,2755,135
4235,3241,135
4255,3268,135
4373,6234,135
4463,6290,135
4323,6359,135
4448,6236,135
4206,3266,135
4238,3261,135
4322,6351,135
6870,4601,135
4495,6209,135
4368,6400,135
3630,4034,134
4492,6294,134
4452,6277,134
4236,3269,134
4109,3075,134
4180,3283,134
5733,3839,134
1518,3185,134
4456,6281,134
4180,3308,134
4491,6209,134
4207,3265,134
4469,6202,134
4649,6503,134
4197,3253,134
4359,3385,134
4323,6370,134
3627,4089,134
6259,3781,134
6850,4613,134
4459,6290,134
5563,1287,134
4240,3273,134
4193,3247,134
4503,6209,134
4452,6263,134
4488,6210,134
4660,6414,133
5738,3830,133
4501,6294,133
3583,4109,133
4188,3241,133
4475,6204,133
6265,3782,133
4471,6293,133
4491,6294,133
4237,3275,133
4469,6213,133
4307,6350,133
4330,6376,133
6246,3027,133
5748,3807,133
6848,4626,133
3892,2785,133
3683,4075,133
4194,3247,133
4253,3271,133
4517,6207,133
4232,3266,133
4201,3250,133
3585,4108,133
6271,3780,133
4185,3241,133
3893,2786,133
3629,4088,133
4478,6291,133
6874,4627,133
4417,3330,133
4233,3278,133
4496,6294,133
4228,3244,133
4211,3253,133
4461,6213,133
4446,6230,133
4199,3267,133
4213,3248,133
4502,6295,133
6265,3779,133
4517,6293,133
3678,3887,133
6264,3788,133
5564,1287,133
6853,4624,133
4442,6226,132
4644,6499,132
4335,6267,132
4241,3266,132
1513,3152,132
3622,3934,132
1519,3150,132
3623,3936,132
3620,3933,132
4357,3380,132
4503,6210,132
4221,3241,132
4408,3333,132
4203,3272,132
4450,6261,132
4239,3255,132
4453,6243,132
4201,3257,132
6255,3030,132
4411,3332,132
4240,3277,132
4683,6431,132
4375,6396,132
4207,3263,132
4301,6353,132
4179,3303,132
4201,3256,132
4188,3245,132
4221,3240,132
1516,3187,132
3676,5859,132
4233,3264,132
4216,3249,132
4480,6213,132
3736,4169,131
3924,2870,131
3453,5586,131
4207,3278,131
4494,6210,131
4454,6269,131
4496,6210,131
4218,3243,131
3682,3611,131
5734,3836,131
3627,4128,131
4203,3273,131
4455,6281,131
4232,3263,131
6230,3787,131
4219,3250,131
4207,3267,131
6850,4612,131
4193,3244,131
4436,6274,131
3671,5843,131
4499,6208,131
4217,3250,131
4233,3267,131
4322,6367,131
6853,4600,130
4408,3328,130
4225,3242,130
4186,3249,130
4214,3277,130
4454,6241,130
3638,4139,130
4454,6237,130
4207,3258,130
3406,1640,130
4183,3303,130
4486,6212,130
6872,4621,130
4325,6276,130
4443,6276,130
4582,6289,130
4446,6272,130
4449,6236,130
4417,3387,130
4460,6298,130
4238,3265,130
4640,4233,130
4465,6203,130
4235,3278,130
1652,2769,130
4232,3265,130
3539,4073,130
4216,3242,130
6266,3777,129
1516,3186,129
4502,6208,129
4490,6290,129
3537,4075,129
4313,6365,129
6259,3836,129
4216,3243,129
6267,3782,129
4219,3237,129
4203,3244,129
4377,6395,129
4493,6213,129
6250,3030,129
3982,2915,129
3681,3611,129
4494,6294,129
4492,6295,129
6847,4622,129
4455,6234,128
1653,2776,128
6228,3788,128
3949,3558,128
4333,6370,128
5735,3834,128
6866,4621,128
4497,6210,128
3658,3965,128
4496,6209,128
4450,6270,128
5740,3830,128
1514,3186,128
4359,3386,128
4330,6373,128
4315,6357,128
3682,3615,128
6250,3782,128
4313,6288,128
4479,6291,128
4462,6205,128
4488,6293,128
3921,2865,128
4324,6368,128
1519,3151,128
6219,3771,128
4213,3278,128
4475,6293,128
4234,3251,128
4376,6396,128
4494,6295,128
4579,6295,127
4233,3260,127
4469,6297,127
4326,6382,127
3677,5860,127
4331,6345,127
4217,3242,127
4653,6414,127
3999,3530,127
3705,4050,127
4297,6366,127
6250,3780,127
3685,4168,127
3658,3966,127
4228,3240,127
4498,6293,127
4233,3261,127
4233,3277,127
1514,3187,127
4450,6272,127
5681,3831,127
4369,6400,127
4582,6291,127
4211,3240,127
4314,6365,127
4409,3332,127
4232,3271,127
4672,6468,127
4220,3249,127
4420,3385,127
6847,4623,127
4509,6211,127
4234,3274,127
3661,4116,127
4476,6289,127
4197,3241,127
3921,2866,127
4237,3276,126
4337,6377,126
4183,3290,126
4229,3255,126
4451,6243,126
4322,6352,126
4357,3370,126
4647,6503,126
3923,2872,126
4580,6295,126
4492,6293,126
5731,3842,126
4479,6298,126
4513,6292,126
2182,2831,126
4648,6499,126
4184,3294,126
4463,6291,126
6233,3790,126
4454,6243,126
5733,3838,126
3657,4112,126
3397,1676,126
4359,3381,126
4254,3265,126
4181,3302,126
6230,3789,126
5732,3841,126
4197,3277,126
4449,6269,126
4201,3253,125
5709,3883,125
4223,3244,125
4187,3247,125
4299,6353,125
4189,3241,125
4518,6288,125
4229,3251,125
1515,3187,125
4639,6495,125
3615,3960,125
4480,6291,125
4554,6297,125
4249,3268,125
1518,3153,125
4198,3276,125
3636,3977,125
4215,3278,125
4191,3247,125
4212,3248,125
4450,6271,125
3631,4092,125
4323,6351,125
4183,3292,125
4430,6298,125
4465,6202,125
3338,5478,125
4235,3276,125
4505,6299,125
4186,3252,125
4480,6214,125
2023,2866,125
5563,1288,125
3621,3933,125
4462,6209,125
4453,6241,125
4321,6363,125
6851,4621,125
6262,3788,124
4324,6377,124
4487,6294,124
5706,3887,124
3682,4171,124
4470,6292,124
4203,3257,124
4419,3379,124
3623,3935,124
4511,6290,124
1516,3184,124
3538,4079,124
4446,6273,124
4508,6211,124
4470,6213,124
4490,6208,124
4451,6271,124
4322,6360,124
2023,2867,124
4197,3270,124
4226,3250,124
6250,3783,124
6873,4624,124
4185,3294,124
4228,3254,124
4452,6251,123
4506,6215,123
4359,3384,123
4454,6224,123
5565,1283,123
4455,6267,123
6851,4614,123
4472,6296,123
4241,3256,123
4362,6243,123
6267,3786,123
4252,3268,123
1516,3185,123
3920,2865,123
4468,6212,123
5510,5609,123
4467,6212,123
6261,3788,123
4454,6261,123
3452,5587,123
4492,6209,123
4678,6441,123
4205,3270,123
4220,3251,123
4461,6208,123
4181,3282,123
4385,6199,123
4495,6210,123
3679,3894,123
4500,6205,123
5731,3841,123
4225,3278,123
6871,4619,123
6261,3780,123
4448,6272,123
1518,3188,123
6218,3770,123
6849,4626,123
6266,3779,123
4501,6295,123
6253,3781,123
3682,3610,123
4515,6288,123
4671,6467,123
6234,3789,122
2182,3966,122
3728,4162,122
4198,3270,122
3921,2870,122
4481,6213,122
4228,3248,122
6232,3789,122
4321,6366,122
5565,1284,122
4190,3247,122
4515,6299,122
4519,6290,122
4238,3249,122
4217,3243,122
4482,6293,122
3629,3939,122
4236,3275,122
1517,3188,122
4452,6254,122
4231,3266,122
5734,3837,122
4217,3241,121
4219,3251,121
6258,3786,121
4447,6274,121
4255,3267,121
4499,6291,121
4244,3267,121
4373,3329,121
4187,3241,121
6867,4622,121
4582,6290,121
4377,6230,121
4470,6206,121
4451,6267,121
4216,3278,121
4518,6292,121
4355,6251,121
6268,3789,121
4325,6353,121
3922,2875,121
4513,6302,121
4469,6299,121
4183,3291,121
4225,3252,121
3632,4089,121
1516,3188,121
4205,3263,121
6262,3781,121
3569,4096,121
4196,3241,121
3665,4111,120
4238,3250,120
4453,6252,120
4496,6295,120
4459,6297,120
6864,4621,120
4238,3263,120
4486,6296,120
6274,3781,120
4250,3267,120
3683,4171,120
4319,6399,120
6249,3030,120
2181,2831,120
4498,6295,120
4212,3278,120
4253,3266,120
4489,6293,120
6268,3788,120
4241,3258,120
4416,3331,120
4499,6297,120
6872,4623,120
4456,6222,120
3621,3934,120
4203,3271,120
4322,6366,120
4452,6236,120
3654,3961,120
4372,6374,120
4475,6215,120
4235,3277,120
3623,3934,120
4456,6268,120
3765,4187,120
3682,4170,120
4226,3243,120
6871,4601,120
4582,6292,120
5727,3793,120
4323,6353,120
4504,6299,120
3420,1630,119
3652,3963,119
6261,3789,119
1519,3187,119
4378,6380,119
4443,6218,119
4367,3329,119
4196,3267,119
4451,6272,119
4475,6205,119
5717,3871,119
4325,6372,119
4325,6352,119
4190,3241,119
4180,3291,119
6851,4601,119
4233,3274,119
4510,6212,119
4453,6253,119
4490,6214,119
6229,3787,119
4448,6226,119
3712,4149,119
4421,3381,119
6248,3030,119
4372,6397,119
4324,6349,119
4374,6400,119
4373,6374,119
3898,2871,119
4207,3262,119
4201,3243,119
4204,3244,119
6266,3782,119
3725,4136,119
6247,3030,119
4475,6214,118
4242,3252,118
4499,6213,118
5725,3790,118
3624,4131,118
1516,3155,118
1594,2760,118
4198,3266,118
4192,3247,118
4415,3380,118
3998,3528,118
5563,1290,118
4232,3278,118
4505,6290,118
6851,4613,118
3624,3937,118
4460,6288,118
4313,6366,118
4302,6358,118
6233,3789,118
3680,3616,118
6885,4617,118
4467,6211,118
4500,6204,118
4495,6286,118
4487,6296,118
4435,6310,118
3675,4070,118
6867,4621,118
3662,4111,118
1670,2781,118
4237,3246,118
6872,4624,118
4196,3268,118
4446,6278,118
4208,3266,118
4372,6375,118
4236,3274,118
4323,6350,118
4456,6265,118
6259,3787,118
3617,4024,118
3657,3966,118
4485,6293,118
4242,3255,118
3922,2868,118
4321,6367,117
4322,6350,117
4181,3308,117
4184,3289,117
4359,3382,117
4206,3260,117
3682,3616,117
5733,3840,117
4322,6358,117
4483,6295,117
4234,3253,117
3567,4099,117
4481,6295,117
5746,3819,117
4197,3276,117
4251,3271,117
4226,3254,117
4453,6224,117
4409,3331,117
4207,3261,117
6879,4617,117
1636,2772,117
4468,6290,117
4249,3267,117
3642,3978,117
5748,3806,117
4208,3255,117
4494,6209,117
4231,3277,117
4418,3379,117
4323,6366,117
4055,3086,117
5743,3818,117
1570,2741,117
3630,3939,117
4318,6281,117
4207,3256,117
4497,6295,117
4236,3243,117
4345,6259,117
4460,6214,116
3641,3977,116
4200,3271,116
4516,6211,116
3638,4142,116
4469,6290,116
3540,4079,116
4367,6400,116
4182,3241,116
4661,6414,116
4359,3375,116
4219,3238,116
4377,6401,116
3460,5591,116
4235,3273,116
4693,6395,116
4514,6213,116
4421,3387,116
4473,6291,116
5564,1288,116
4658,6413,116
4180,3309,116
6255,3781,116
4368,3330,116
6269,3789,116
3921,2868,116
4242,3266,116
3921,2869,116
4255,3266,116
4315,6366,116
4491,6207,116
3421,1630,116
4456,6235,116
3538,4074,116
6267,3789,116
1515,3188,116
4489,6215,116
4320,6367,116
4226,3240,116
6268,3786,115
5564,1283,115
4327,6378,115
3662,4109,115
4462,6299,115
4503,6208,115
3924,2875,115
6269,3780,115
4684,6418,115
4648,6498,115
4347,4488,115
2183,3966,115
4201,3265,115
4644,6502,115
5509,5473,115
6224,3788,115
5748,3804,115
4509,6297,115
6259,3788,115
3677,3616,115
6851,4622,115
4484,6290,115
4448,6269,115
4472,6290,115
4663,6397,115
3622,3935,115
6254,3030,115
6273,3789,115
6873,4615,115
3658,4114,115
4232,3262,115
4181,3287,115
3945,3487,115
4323,6376,115
4224,3278,115
6218,3764,115
5562,1287,115
4306,6351,115
6852,4600,115
3662,4110,115
4180,3303,115
3620,3931,115
4519,6209,115
5737,3825,115
3923,2871,115
3704,4050,114
4319,6366,114
4478,6290,114
1650,2783,114
4184,3293,114
3356,5456,114
3724,4135,114
6850,4625,114
4320,6398,114
5507,3635,114
4324,6351,114
3665,4110,114
3669,5846,114
4494,6214,114
4638,6505,114
6852,4624,114
3608,3954,114
3534,5711,114
5739,3800,114
4322,6368,114
4486,6297,114
3715,4124,114
4374,3330,114
4197,3274,114
4238,3277,114
2087,2789,114
3641,4137,114
4208,3265,114
4491,6295,114
4197,3261,114
4438,6260,114
4205,3271,114
6884,4617,114
1516,3154,114
4239,3271,114
2037,2842,113
4189,3245,113
4580,6269,113
4474,6214,113
6251,3784,113
4201,3251,113
6846,4622,113
3669,4111,113
4446,6279,113
4212,3252,113
4224,3243,113
4423,3380,113
4367,3333,113
4485,6295,113
3586,4106,113
3668,5846,113
4492,6296,113
3625,3938,113
4419,3370,113
3923,2873,113
4196,3269,113
4297,6367,113
2068,2712,113
4459,6291,113
4318,6283,113
3831,4772,113
4684,6416,113
4686,6394,113
4491,6296,113
4518,6290,113
4207,3266,113
3705,4143,113
4314,6285,113
4180,3288,113
4196,3250,113
3826,4734,113
4329,6377,113
4499,6212,113
4367,6240,113
4368,6240,113
4567,6268,113
6232,3790,113
4493,6294,113
4458,6219,113
3631,3939,113
4322,6359,113
3644,3982,113
6854,4624,113
4234,3273,113
4449,6275,113
5682,3830,113
4649,6502,112
4446,6269,112
4005,2864,112
3681,4172,112
4517,6213,112
4248,3267,112
4241,3274,112
5682,3829,112
5730,3843,112
3920,2872,112
4199,3244,112
4241,3257,112
4240,3252,112
6872,4625,112
3976,3538,112
4232,3268,112
4302,6353,112
4445,3293,112
6269,3779,112
4232,3264,112
3447,5579,112
4180,3292,112
4207,3255,112
4315,6358,112
4363,6379,112
4201,3254,112
4493,6208,112
3622,4021,112
3714,4123,112
6262,3787,112
4488,6291,112
6263,3780,112
4238,3267,112
4333,6371,112
6263,3787,112
4453,6263,112
4234,3257,112
3628,3941,112
3949,3557,112
4218,3242,112
4500,6213,112
4486,6210,112
2153,2783,112
3539,4079,112
4489,6291,112
6869,4601,112
3503,5644,112
4329,6345,112
3626,4092,112
4220,3238,112
4183,3294,112
4325,6350,112
4644,6414,112
4191,3251,112
3583,4110,112
4055,3088,112
4315,6285,112
4251,3267,112
4208,3256,111
4446,6237,111
4442,6227,111
4464,6300,111
4376,6395,111
4377,6394,111
6255,3785,111
4367,3330,111
4230,3273,111
3664,4112,111
4367,3332,111
3667,4084,111
4643,6503,111
1523,3152,111
4672,6467,111
4180,3302,111
6264,3777,111
4477,6208,111
4234,3276,111
4476,6213,111
4467,6201,111
4372,6373,111
6228,3787,111
5736,3832,111
1647,2762,111
3661,4093,111
4492,6208,111
4329,6375,111
4648,6501,111
4198,3267,111
2010,2795,111
4180,3301,111
4361,3381,111
6853,4619,111
4637,4240,111
4654,6415,111
5709,3884,111
4356,3389,110
3272,5453,110
4479,6290,110
6229,3788,110
2023,2892,110
4020,2937,110
4322,6355,110
4223,3240,110
4506,6299,110
4514,6288,110
5562,1286,110
4449,6277,110
4484,6217,110
3646,3981,110
5726,3791,110
1517,3152,110
4371,6397,110
4207,3259,110
4020,2941,110
1618,2953,110
4240,3259,110
4234,3240,110
6218,3768,110
4308,6351,110
3639,3976,110
3637,4142,110
4678,6435,110
3917,3503,110
3541,4079,110
4517,6214,110
4359,6394,110
4204,3277,110
2105,2727,110
5748,3808,110
4320,6359,110
4179,3285,110
4493,6295,109
4243,3266,109
4209,3258,109
5737,3830,109
4486,6295,109
4560,6296,109
4358,3383,109
6272,3779,109
4200,3243,109
4020,2942,109
4202,3275,109
3978,3543,109
4219,3252,109
4314,6364,109
3678,3616,109
4361,3380,109
4503,6291,109
4557,6298,109
4181,3304,109
4507,6213,109
4316,6350,109
4447,6232,109
3628,3938,109
4323,6375,109
4589,6301,109
4505,6215,109
3454,5584,109
6265,3781,109
3660,3966,109
4200,3267,109
3668,4157,109
4417,3382,109
3930,3492,109
4367,3328,109
4326,6275,109
4447,3347,109
6254,3028,109
4229,3250,108
6229,3791,108
3663,4111,108
4197,3273,108
6267,3781,108
4208,3249,108
3628,4126,108
5515,5466,108
4470,6290,108
4507,6297,108
4643,6413,108
4196,3251,108
6847,4626,108
6279,3786,108
4465,6206,108
4501,6208,108
4236,3244,108
4308,6350,108
4371,6238,108
3679,3616,108
4488,6295,108
4489,6207,108
4487,6295,108
4569,6292,108
6874,4617,108
4461,6206,108
4208,3257,108
4238,3275,108
4515,6203,108
3892,2784,108
4376,6401,108
4510,6213,108
3701,4053,108
3639,4139,108
3893,2783,108
5746,3803,108
4185,3249,108
4227,3243,108
1635,2775,108
4198,3277,108
4644,6500,108
4518,6291,108
4488,6297,108
5740,3829,108
4469,6298,107
4316,6357,107
4466,6201,107
4226,3253,107
3702,4052,107
3640,3977,107
4639,4234,107
4207,3257,107
4443,6275,107
4421,3386,107
4370,6237,107
3977,3541,107
3671,3890,107
4232,3272,107
4470,6289,107
4444,6277,107
5663,2496,107
3679,3892,107
4451,6238,107
4212,3254,107
4456,6263,107
4464,6301,107
6230,3791,107
5745,3817,107
6848,4612,107
4323,6356,107
4408,3332,107
4448,3349,107
4461,6207,107
4207,3264,107
3904,2871,107
5510,5473,107
4367,3331,107
6256,3787,107
5564,1289,107
5567,1284,107
4206,3274,107
4463,6205,107
4377,6389,107
4324,6367,107
4317,6357,107
4339,4513,106
4357,3371,106
5734,3835,106
6865,4621,106
4492,6212,106
4516,6298,106
5708,3885,106
3656,3966,106
5563,1284,106
4512,6296,106
3628,4095,106
4231,3267,106
6235,3789,106
4232,3275,106
4486,6216,106
6265,3776,106
4417,3331,106
4238,3241,106
3630,4093,106
5710,3882,106
4296,6367,106
4451,6266,106
4250,3268,106
6852,4618,106
6240,3044,106
4514,6301,106
3898,2867,106
3921,2872,106
4000,2852,106
4470,6202,106
1514,3152,106
3631,3942,106
6259,3790,106
4452,6276,106
4222,3239,106
1669,2781,105
5662,2496,105
4243,3255,105
4375,6397,105
6232,3792,105
4484,6295,105
4408,3329,105
3460,5590,105
3659,3967,105
4320,6366,105
4180,3285,105
5692,3801,105
3655,4056,105
4470,6214,105
3645,4170,105
6254,3786,105
4456,6241,105
3397,1675,105
5693,3803,105
4247,3271,105
4206,3268,105
3641,3978,105
4643,6500,105
1516,3157,105
4017,2933,105
4183,3241,105
4455,6237,105
2179,2724,105
4482,6295,105
4330,6344,105
5706,3888,105
3921,2863,105
4647,6501,105
4420,3375,105
3365,1675,105
4449,3349,105
3717,4130,105
4304,6355,105
4446,6275,105
4469,6296,105
6853,4599,105
4209,3277,105
6218,3743,105
3568,4098,105
4183,3298,105
2070,2713,105
4311,6366,105
4325,6366,105
4507,6212,105
4333,4511,105
1520,3187,105
3903,2876,105
5745,3821,105
5514,5616,104
5564,1290,104
4677,6458,104
4325,6351,104
5730,3844,104
6218,3769,104
4517,6206,104
4318,6343,104
4460,6213,104
4370,6397,104
4217,3278,104
4184,3303,104
4231,3270,104
3921,2875,104
6231,3789,104
4196,3274,104
4505,6206,104
4238,3248,104
3678,5859,104
4230,3274,104
4186,3289,104
4690,6399,104
4456,6264,104
4452,6252,104
6860,4600,104
4305,6351,104
4202,3239,104
4499,6205,104
6254,3784,104
4687,6414,104
4641,6505,104
4508,6297,104
4182,3240,104
4464,6296,104
3676,3612,104
4233,3268,104
3908,3509,104
3958,3558,104
6273,3780,104
4200,3274,104
4661,6415,104
4449,6227,104
4321,6357,104
6848,4623,104
4484,6293,104
4677,6443,104
4214,3241,104
4206,3258,104
4582,6288,104
4410,3329,104
5736,3833,104
3728,4115,104
4206,3259,104
6232,3791,104
4309,6350,104
4364,6379,104
4487,6290,103
3706,4048,103
4187,3252,103
3674,4069,103
3827,4734,103
6242,3760,103
6013,4787,103
4320,6358,103
3641,4135,103
6854,4620,103
3663,4112,103
4184,3240,103
4232,3269,103
5688,3818,103
6218,3763,103
4455,6224,103
3624,3938,103
4323,6362,103
4448,6224,103
4490,6295,103
6849,4612,103
6854,4599,103
3590,4028,103
4512,6211,103
4677,6451,103
3677,3615,103
4213,3250,103
4334,6267,103
4241,3259,103
6871,4621,103
4244,3255,103
4206,3262,103
5509,3634,103
4244,3269,103
6264,3786,103
6851,4623,103
4650,6502,103
1521,3187,103
4201,3242,103
4459,6288,103
4362,3380,103
5748,3811,103
4485,6210,103
4304,6354,103
4483,6293,103
4197,3278,103
6877,4617,103
3705,4049,103
4476,6208,103
4180,3282,103
5733,3837,103
4201,3275,103
4637,6503,103
1515,3151,103
6259,3789,103
4232,3255,103
4448,3347,103
4476,6292,103
5709,3882,102
4448,3348,102
4490,6294,102
5506,3634,102
4449,6276,102
4220,3243,102
1522,3187,102
4462,6288,102
4322,6278,102
6249,3779,102
4480,6206,102
4475,6207,102
4217,3240,102
6236,3789,102
4636,6501,102
6872,4626,102
4184,3292,102
4469,6302,102
1518,3154,102
4582,6293,102
3631,3940,102
4444,6218,102
5514,5465,102
4484,6210,102
4185,3291,102
4583,6295,102
4448,6275,102
5567,1287,102
3924,2871,102
5736,3831,102
5735,3833,102
3625,3939,102
3618,4023,102
1993,2870,102
3676,3615,102
4647,6504,102
1520,3151,102
6868,4622,102
3633,4141,102
4320,6365,102
6266,3781,102
4327,6346,102
4309,6392,102
2106,2727,102
6886,4618,102
4181,3291,102
4373,3332,102
5737,3831,102
3633,4090,102
3999,2853,102
3540,4081,102
4338,6376,102
3716,4128,102
5511,5609,102
4201,3266,102
4333,6372,102
4201,3255,102
4488,6294,102
1627,2920,102
3455,5589,102
6226,3796,102
6862,4601,102
4325,6365,102
4464,6211,102
5750,3806,102
1516,3183,102
4445,6270,102
4510,6289,102
4652,6414,102
4196,3266,102
3661,4160,101
5702,3888,101
3982,2918,101
4643,6412,101
3705,4144,101
4447,3348,101
5735,3835,101
4201,3245,101
3920,2867,101
3626,4093,101
4451,6250,101
3904,2873,101
4197,3265,101
4236,3241,101
4451,6235,101
4322,6344,101
6861,4599,101
3637,3978,101
3951,3561,101
6876,4621,101
6259,3782,101
4182,3296,101
4236,3242,101
3921,2867,101
1517,3151,101
4633,6501,101
4319,6398,101
3888,2785,101
5510,3634,101
4248,3271,101
4310,6393,101
6864,4599,101
6014,4787,101
4448,3351,101
4645,6497,101
3624,4130,101
4455,6222,101
4455,6248,101
4315,6351,101
4419,3371,101
6874,4621,101
3398,1675,100
3453,5585,100
4449,6239,100
4215,3251,100
4334,6268,100
6253,3028,100
3619,3931,100
6846,4615,100
4245,3267,100
4684,6417,100
4454,6256,100
4183,3293,100
4518,6208,100
5568,1287,100
5732,3839,100
4230,3240,100
4220,3252,100
4513,6202,100
3706,4049,100
4677,6441,100
6874,4622,100
4234,3252,100
4473,6204,100
6889,4618,100
3584,4112,100
4519,6215,100
4494,6213,100
6846,4623,100
4516,6297,100
5740,3801,100
4498,6291,100
4181,3307,100
4419,3376,100
4444,6225,100
4303,6354,100
3975,2798,100
3659,4109,100
6272,3782,100
4323,6390,100
3896,2872,100
4470,6211,100
4468,6300,100
4466,6298,100
4463,6298,100
4452,6270,100
4180,3286,100
6259,3835,100
3616,4025,100
